City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
498,tuy hoa,13.0833,109.3,294.93,88,72,1.36,VN,1680384896
499,ocumare del tuy,10.1165,-66.7761,301.82,63,95,2.47,VE,1680384896
500,qusar,41.4273,48.4289,273.2,79,99,2.0,AZ,1680384896
501,houma,29.5958,-90.7195,303.16,69,40,6.17,US,1680384765
502,dunedin,-45.8742,170.5036,289.15,72,49,4.02,NZ,1680384718
503,sedro-woolley,48.5039,-122.2361,283.25,69,40,5.66,US,1680384846
504,antalaha,-14.9003,50.2788,297.04,88,59,2.09,MG,1680384897
505,labuan,5.2767,115.2417,297.35,94,20,0.0,MY,1680384897
506,stornoway,58.2093,-6.3865,280.33,89,75,6.17,GB,1680384897
507,aberdeen,57.1437,-2.0981,277.42,91,75,0.0,GB,1680384898
508,tinskoy,56.1525,96.9161,255.26,99,44,1.33,RU,1680384898
509,bang saphan,11.2126,99.5117,296.74,89,34,1.76,TH,1680384898
510,nara,34.6851,135.8049,286.2,30,94,2.33,JP,1680384898
511,cileungsi,-6.3947,106.9592,298.38,94,20,1.54,ID,1680384898
512,vestmannaeyjar,63.4427,-20.2734,278.93,61,100,9.32,IS,1680384899
513,boddam,57.4667,-1.7833,277.36,72,98,3.94,GB,1680384899
514,sai buri,6.7013,101.6168,297.33,91,66,1.77,TH,1680384899
515,dillon,34.4166,-79.3712,298.85,57,69,8.75,US,1680384899
516,dubti,11.7361,41.0853,302.73,57,57,3.7,ET,1680384900
517,igrim,63.1906,64.4162,275.04,96,100,4.97,RU,1680384900
518,hamilton,39.1834,-84.5333,279.75,73,100,11.83,US,1680384787
519,mangrol,21.1167,70.1167,296.85,78,36,3.98,IN,1680384900
520,vao,-22.6667,167.4833,298.82,83,24,4.91,NC,1680384901
521,mauguio,43.6181,4.0074,284.09,60,0,7.2,FR,1680384901
522,taybad,34.74,60.7756,285.77,72,80,7.73,IR,1680384901
523,fuerte olimpo,-21.0415,-57.8738,302.55,51,7,2.1,PY,1680384902
524,sioux lookout,50.1001,-91.917,275.19,27,40,3.09,CA,1680384618
525,omsukchan,62.5333,155.8,264.16,93,100,0.63,RU,1680384902
526,la paz,-16.5,-68.15,287.14,43,75,5.14,BO,1680384608
527,mekhe,15.1097,-16.6218,298.63,29,0,5.35,SN,1680384903
528,wronki,52.7105,16.3804,278.96,83,100,5.46,PL,1680384903
529,jerez,14.1,-89.75,307.4,15,0,1.03,GT,1680384903
530,terra rica,-22.7094,-52.6169,297.07,81,2,3.04,BR,1680384903
531,eyl,7.9803,49.8164,300.18,78,40,2.56,SO,1680384904
532,vardo,70.3705,31.1107,270.14,86,100,12.35,NO,1680384904
533,capoterra,39.1763,8.9718,286.03,78,0,4.12,IT,1680384905
534,payo,-3.7508,103.6372,294.77,97,100,0.72,ID,1680384905
535,tambovka,50.0969,128.0489,280.17,55,99,3.77,RU,1680384905
536,ntchisi,-13.5278,33.9149,287.59,98,100,1.17,MW,1680384906
537,lewiston,44.1003,-70.2148,279.98,93,100,2.57,US,1680384906
538,domoni,-12.2569,44.5319,300.31,86,99,4.2,KM,1680384906
539,linqu,36.5156,118.5397,282.63,48,0,2.58,CN,1680384908
540,cockburn town,21.4612,-71.1419,300.13,61,40,6.17,TC,1680384908
541,saint-augustin,51.226,-58.6502,272.02,80,69,3.96,CA,1680384908
542,xuddur,4.1213,43.8894,300.38,59,81,7.0,SO,1680384908
543,abu samrah,35.3029,37.1841,282.71,88,47,4.0,SY,1680384909
544,camacari,-12.6975,-38.3242,301.02,83,3,3.0,BR,1680384909
545,the valley,18.217,-63.0578,299.23,73,40,7.2,AI,1680384910
546,vostok,46.4856,135.8833,273.95,62,28,1.55,RU,1680384910
547,yenagoa,4.9247,6.2642,298.02,90,93,2.14,NG,1680384910
548,finschhafen,-6.6024,147.8681,299.78,78,100,2.85,PG,1680384910
